Mass,RT,Blank01,Blank02,Blank03,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,QC01,QC02,QC03,QC04,QC05,QC06
196.1572,2.06,207402.9328,213347.5243,232364.9629,217371.4543,230099.0949,218559.8629,219173.5641,208422.3827,226329.8031,216557.0589,228696.9732,224357.3147,211661.506,226749.8616,231658.9854,219452.7288,233012.9979,211863.463,218238.8912,209949.2906,209017.2225,236284.9625,210864.0105,239562.129,224399.2185,223504.382,224821.081,228154.9283,252880.0829,237084.0258,227499.2684,221243.5041,220433.5429,252351.8246,240019.7185,235731.9957,237293.9994,232508.3106,217393.5376
391.194,4.2,,,,,,,,,,173548.6365,,81854.00373,105019.7338,65099.02552,,,,,,,,,,,,,47413.17888,,,,,75922.56305,,,,,32098.17908,,
651.2219,0.45,,,,64732.57649,106175.6508,96322.1873,76176.22437,58058.06639,200754.3918,142697.2252,160150.3046,135253.3236,175130.8264,94589.04918,57459.05599,70731.60451,54331.3474,88584.10896,63302.04499,42799.71245,27241.00616,51754.41939,133368.6273,60125.15719,86525.41764,59682.98332,66890.47745,58855.02839,24119.81324,44872.30366,36656.90185,62677.05681,20591.78065,82580.23011,86288.30307,81706.38878,80860.06854,82030.28044,85205.72357
173.1237,4.26,,,,,,,,,136532.7673,,,,,,,,28084.74036,,76371.47854,,,74668.05427,,41914.36638,,36306.71739,76634.36153,,174289.2373,,146906.6799,65064.35501,,54406.83679,,,,,
172.0915,4.35,186817.3337,171584.3008,182571.3444,197680.6491,185948.2505,188366.831,181507.0687,197266.4653,205337.1663,186744.0246,178540.6421,177679.2463,162803.3611,168250.1439,189805.1709,172696.1241,,161589.8062,174181.502,188412.9226,176301.6467,160422.0211,166413.7006,197876.4342,192866.8393,181089.5727,,182823.2758,205548.9956,184506.3508,173340.3128,183615.0942,193034.2102,202624.9514,194759.3253,188481.0122,187180.6214,195840.9366,168271.7689
436.1581,4.02,120313.7082,124647.1831,121632.3789,163681.9094,177919.6208,150298.1813,158829.1157,157801.978,166918.4188,116743.5093,153251.7507,158664.1928,152377.7977,122759.1982,175765.9773,122061.6818,119241.8156,137471.0799,126277.5403,166109.4955,127221.2746,224940.7169,171158.4173,125757.35,153277.8373,123331.2344,115793.7861,138782.2182,185040.2299,194834.5513,169862.6659,120555.7381,134219.6152,163744.1198,179255.1027,157859.3256,140953.0138,121393.0575,116933.5827
234.109,2.52,,,,,,,32552.68486,,219181.4931,,38921.25528,,,165067.5091,,46338.37648,,160555.9417,,,,,,127784.4253,,,,,,,,,,,,188185.4657,,34389.17236,177433.9393
596.1504,1.74,,,,17135.8892,57787.61365,33731.39951,33370.82327,40888.83587,161302.1031,145066.719,77636.83047,93249.47474,130564.89,85143.09769,49767.1598,30136.87555,25752.96897,66295.84726,9803.360473,,,13511.55911,41976.95011,41992.90569,32130.18019,32158.34381,31849.40905,21742.42981,,20754.36553,12453.64352,58230.11304,,45640.87481,45878.20336,47813.86381,48412.11278,51279.8371,49849.95788
452.3358,3.5,138623.1016,144685.1665,145233.0086,133220.0759,164826.3006,201331.015,133419.5437,126028.4813,149142.1078,148055.8684,141745.9032,144830.6845,157020.4883,121803.9583,151233.6169,122643.412,126045.6627,147133.59,146284.6348,146975.4615,146970.7661,143169.148,127054.1468,149528.4954,124169.1466,123338.3323,144764.4011,131890.4242,168637.7536,147874.7543,141285.0598,155471.7151,124824.7483,153525.227,149641.7899,150453.5414,136128.1322,136626.6741,134188.1856
244.1056,0.51,,,,105008.2005,182658.1301,151349.9137,132613.0754,,136864.8388,,,131712.3534,155496.5133,109756.3616,111388.5245,112823.9063,127722.3088,101180.2216,,164369.4338,148481.4566,101483.2983,132111.0647,121179.159,136908.567,102924.6691,104359.8022,107551.0655,,,,,,,123529.5203,,123003.9106,119299.3901,110919.3843
294.1819,4.05,,,,37390.19745,,15814.88662,,52531.64696,,,20956.36393,,,,15651.35861,18012.76979,,,98973.14585,,112354.8584,,,,122016.2557,105363.5221,99790.745,,144149.1477,138568.1934,167926.8039,178746.5147,115845.3742,69127.98849,,54997.0213,54480.60194,47408.81017,59866.37717
182.0532,1.64,,,,,,,,,,,,,,182882.23,11962.66326,30018.76466,83305.01925,14010.15291,,,,,,,,7683.284098,,11334.58014,20951.16844,24623.59049,,34300.37845,18368.72174,16875.13128,62692.6345,15664.9104,16759.91399,,
115.0978,0.49,,53830.49369,83945.21469,,64796.75646,,31286.21398,90489.97386,82163.89157,68625.24989,65040.3844,60230.27319,,,,,58345.24585,,39906.56165,,64156.1018,,101992.6777,,150070.1422,,,,,3281440.685,,,,,684220.8667,,,,
284.0474,2.88,307616.3085,,252552.4735,29454.25237,,114038.9626,,,14910.24819,24747.94753,21973.76216,17720.7001,20657.68923,,11624.72004,75743.33666,71125.76019,14827.63256,,64205.35677,229287.9152,107476.3098,84837.48691,78802.2929,186317.7647,74411.89087,39782.07322,16534.82685,7546.754733,8204.12871,9720.263102,39815.16562,19347.88221,10737.13531,,26021.44849,24588.23704,101397.7416,76564.56735
359.2667,4.79,9154.873684,10783.08152,9510.473582,57097.6672,236598.6291,100115.6792,177862.4254,76416.83496,34088.24454,85124.14629,51790.23118,33432.34161,152278.1722,162316.8231,108052.5999,41359.20023,32434.52561,51220.19531,159723.2249,95484.6027,61222.5933,203537.494,209184.51,731665.1859,97996.7879,54920.84852,46587.36395,68278.11873,80694.97052,44279.30184,145878.2621,50222.01583,39824.97334,150953.1938,135997.0373,135542.7311,49813.09282,47619.65599,90458.51288
261.1219,0.64,,,,,,,,335873.1983,,,,62240.73038,61743.08832,,,63224.28265,70994.21204,,116590.8106,,93000.23788,,185074.9815,62776.26567,,,,,,69214.29105,73034.22021,,101353.3935,56649.18926,,,,,
681.1587,4.91,,,,,,,,,,20882.30318,,,,134853.8739,,,,,,46519.79074,,54769.84467,16639.70377,,,62481.4806,17858.19161,,,68241.63917,209123.6859,33728.20223,,,12001.50602,,9574.850299,,
575.1419,0.68,,,,31493.17741,46827.04337,30152.84267,29241.07087,9038.58436,107155.2675,128753.4773,48625.63441,151745.1945,74076.8038,122101.101,13184.53558,64455.52912,61187.43637,76346.56117,66517.30853,,54787.03101,62756.79229,159840.8594,,,86302.01252,66314.50668,,12701.60212,22403.90892,22956.61998,39398.65639,22066.1641,42728.05718,46571.5768,47023.98312,59704.55096,61301.11394,65677.79832
213.0068,1.8,,,,70584.05492,97468.86513,,,79624.28545,,107907.3696,,103032.3816,83499.03437,,,,,,,,,,,,,,,,,,,,,,,,,44391.9288,
84.0215,0.56,76795.19144,107445.8801,78742.89944,2043795.461,2702875.614,551061.3572,195441.0862,390934.0331,1790724.915,245221.2503,358140.0015,2117987.141,2337211.114,663549.6334,837454.3506,1166963.617,2050749.323,702227.0641,2332284.317,554123.0372,407945.2245,379172.4577,505177.1724,392499.8659,747388.5511,1743479.453,134739.0869,391633.8342,1311453.798,467491.8208,1742993.739,682594.1274,878660.0615,202703.5959,370326.4487,200340.0625,270781.7004,136257.4844,2075343.127
170.094,2.85,169371.6694,,,,,230251.1416,164834.2365,,52163.23314,130277.197,62748.81852,138625.0968,88868.3779,109755.069,93070.25449,83525.2154,165924.6185,129943.4052,,,,,,,,111528.8843,106216.0679,141654.7648,146383.2588,121212.7024,122779.4895,96578.53063,109447.3762,43121.90215,147482.9378,64821.83382,118023.5427,162832.4123,121122.741
159.1256,2.9,,,,27234.04565,42322.40803,30363.11678,35314.86112,34650.70055,29362.38439,53564.11665,36906.8318,38970.45607,43593.14014,177019.3654,78855.75226,57312.9664,52010.00597,88674.38366,59119.01798,45993.01307,61775.05242,49238.9604,77840.306,88230.32043,83279.28558,41875.13156,45231.40606,34274.56004,78228.46445,118454.731,115391.3561,138730.2992,123453.4926,59797.08742,61230.81414,62290.73778,68165.72,64296.68748,69548.10718
1116.629,3.65,,15338.03854,,68654.87969,136338.0565,96251.01616,92446.3466,90330.14231,189774.4122,204836.9915,117995.2964,173648.7491,198819.7756,181348.7708,91081.84654,83006.74554,72572.94615,124825.805,102106.4512,84772.46146,80638.37542,19362.87079,80999.06594,143671.6331,131572.3861,106307.5999,136789.6463,114363.7954,46797.25279,82242.49716,90056.30209,147359.6034,77804.73521,113943.5847,111279.5078,105115.6525,107959.5355,111384.0441,115625.7419
303.1684,1.98,,,,79977.74686,188355.3354,94876.49804,125436.8891,130144.1831,,41798.15466,52586.94994,113815.925,62884.87217,103323.2475,52141.42512,,34106.07817,41339.27621,67965.14398,58444.82882,58476.23072,80034.15144,85947.34083,48102.23323,,69870.72448,116900.0065,96627.14709,60265.05094,63880.64972,75503.64156,80516.43264,,77532.28745,73125.37734,77771.68872,74337.47176,78210.19354,75169.96766
203.1155,3.28,,,,38978.29632,112253.0877,53942.89985,,51555.351,67115.58965,176815.7908,93551.85969,169952.0951,129671.3171,14106.22885,83234.6004,20414.1852,31280.76089,45230.43835,70023.35233,62534.76514,72027.64686,53330.0523,94540.30476,99206.45012,89487.02081,35352.4888,,37495.72824,42942.54185,53078.49388,75046.97141,59055.5518,61100.25567,66026.85881,66790.49874,62142.04751,65735.80006,60949.20645,64815.58779
155.0597,1.12,,201498.3811,,,,,,,112895.2398,116565.8014,80557.33818,,125730.4383,108719.5176,89296.31023,92398.43884,78537.01149,93532.02195,91303.15589,,,52545.66564,104533.5846,153353.3022,87413.70203,74377.18154,90044.30726,80613.79313,,62805.99423,,115159.6822,68280.30809,85310.84907,91682.29081,84933.62236,,82008.24296,84425.61567
329.053,1.38,,,,21679.82498,65672.92153,31043.2987,40882.91229,35693.84088,,53568.84338,49199.38872,58441.86466,53225.91191,40455.67921,53860.78397,178253.0416,51304.46253,77277.75163,63730.4942,27843.30008,69586.78861,47203.42174,,45263.15644,68799.3989,52854.471,80453.51525,53068.33422,62642.35241,108092.7233,58027.95771,98975.06251,60628.60022,49894.65351,52786.1149,54197.99278,71772.5278,59342.03083,77681.31478
212.0071,1.71,,22266.94219,30703.8826,126262.7462,88475.70124,138384.3983,150084.4359,88315.62856,93295.65668,,,,,,,,32367.78352,130764.1303,173148.8987,120381.3337,71211.20058,187292.1244,153772.4444,107380.1904,68141.50978,111654.5752,133870.2729,92260.31764,156422.4901,154259.9447,182503.7896,91816.30584,69327.74883,59446.118,68842.68713,88771.7736,96076.80897,110441.8866,106515.8083
354.2003,3.33,,95286.9419,98329.6189,,174506.4885,,138877.4594,155476.1908,,,,138049.3585,136946.1078,,,,,,,,,157219.7544,168406.0272,145828.3125,,146865.22,,139907.6362,170901.4288,147481.045,,,143503.1358,,159194.6174,152228.1918,147578.5484,150634.1388,
166.0357,2.73,,,,,,,,,165086.3995,172963.95,152101.4393,189318.7573,165502.0259,135844.5841,144116.1916,122668.0755,133854.7083,159902.0142,,,,,,,,157057.2222,182295.8563,158015.2186,147321.6292,157821.2167,155100.8387,188948.0722,156913.0537,133985.4671,127078.066,130507.3911,146070.9905,142196.3575,142392.8231
669.1734,1.17,,,,24035.58128,32648.63894,23671.45487,,,67142.9221,63472.889,39816.56509,85560.99923,41599.79123,150930.7933,75461.23024,128716.8434,103379.5826,118024.3501,28823.7655,,41217.03674,,25432.53958,68880.34929,90462.46827,94797.24709,113090.6133,100839.9015,88292.12362,144787.2755,171601.6721,225541.8299,164636.3824,70954.45266,,,78258.04455,83821.06673,104005.0735
348.1095,1.04,,,,19145.85878,129567.0788,86836.70442,63918.65641,33387.86456,84333.7592,,27517.09491,130771.4162,109158.9106,85669.84107,42781.99797,53831.18251,37730.90192,59466.07576,,57974.06017,,178083.4189,,44800.11895,63383.77669,39850.74305,27076.3628,60665.9334,49687.52251,9559.774474,51484.38679,31673.39905,37586.43107,61557.2173,61869.11824,60793.08722,62847.7274,60385.65282,60189.4205
269.1796,2.46,,58014.63748,,153065.5577,,68382.10365,7407.770193,,42874.267,23110.69936,39554.264,,,166946.0195,,,,,10106.84876,,,20521.87688,,16487.28117,,,24683.44803,19014.24139,47009.92012,,32430.7602,176136.8381,67261.68475,,17204.53915,16930.28001,15972.11424,,17305.58391
257.0623,1.86,,,,,91889.17989,,,58123.95093,125915.0247,173656.4171,104931.0463,159756.8945,134499.4558,91328.64045,74109.19875,68096.58836,,83927.15623,155681.904,108583.0122,128147.2049,123550.4478,147052.369,116984.0291,140138.8421,128004.8763,186516.6284,135308.0619,86280.08509,117352.9933,103813.9548,175214.7694,106202.7104,96093.47973,95154.19793,106069.5475,114697.4062,129468.9491,132083.5283
247.0246,0.85,,,,75277.39936,124414.5474,107194.0664,100381.0301,95664.86805,167097.6861,194384.3743,133260.7655,187701.6802,162535.936,174627.597,122006.0785,134249.3653,104502.1123,167484.3506,117827.5197,99735.6774,120748.5535,81909.80053,117407.3206,135256.6361,150253.3353,117453.231,135731.3276,124174.1179,101567.5547,141721.192,112223.2443,178019.0649,110773.7934,114674.3743,118393.6495,121838.3125,128387.8548,136490.4205,135755.0272
240.0777,4.8,,,,168859.2662,165978.5671,,,128350.0105,,,,,,149051.0149,152866.3703,157936.5325,180248.9063,,,166594.8524,,165192.3933,,174285.1917,152650.3185,,,,,,,,,,,161103.7484,160223.0767,,
158.1003,2.31,,,,,,,179294.531,172463.3752,190302.3209,,,170735.9333,,,,,,,164812.6704,165350.9013,,,,,,159708.0827,176396.9721,,231904.0077,,184207.2571,190748.5925,,,190966.5874,,,,197938.4171
172.0349,0.57,,,,,,,193809.2875,,,,,,128853.3396,,,,,,,,,,,,131535.8013,,,,211670.2706,112059.5935,,118702.08,120808.5112,,,138160.3495,134106.3583,138840.6406,125294.2315
202.0551,3.86,,,196186.4605,154084.3663,,222233.9643,,,,204415.3306,250813.7161,,,,,227363.0841,226684.3834,,,,,188729.1285,179820.6176,,,250408.2404,,153630.2876,,,143237.5266,222731.4333,150523.2399,249921.4935,,,207769.6829,,210734.0843
409.1039,2.02,,,,31612.24582,55809.41257,36283.15829,54387.66914,47656.96217,87183.70989,149928.6941,109394.8003,111047.123,166396.8728,99324.84231,92770.4415,40506.62645,40612.75104,92544.64604,47877.03089,45673.87325,36664.70853,35590.74459,84421.44384,97325.86192,98469.46623,56159.3728,71147.88824,77391.99522,53314.55847,66946.77615,102580.7839,156874.4882,89176.03389,76443.34088,76901.05861,77501.17486,80121.97837,85403.28984,83414.98685
243.0015,2.82,,,,293463.4453,243870.3297,344484.7043,,281149.6444,125164.0677,178482.5217,,,,145546.0776,148711.0387,205688.9038,237300.6307,237860.9228,240802.6174,263514.855,236384.5008,,311012.4949,,277683.9309,210910.3833,199743.3784,189250.0958,55479.06623,81758.74415,,215498.9754,226152.5028,123470.1145,153872.5923,232692.0945,226503.5987,224517.8459,158621.5595
252.1358,4.71,216367.3458,,,,,,60180.16319,,,151706.0383,87783.799,229806.7583,164380.6114,969826.2115,62363.46281,44913.70987,,80135.97825,,,,,,,,283370.1991,,255101.3627,,,,92504.89696,,,,45858.45224,,91858.14535,591137.9987
133.0737,0.55,1370075.57,5775405.78,1946185.377,973492.7307,186362.4442,711993.8623,119931.0885,623731.95,133594.3538,543081.6369,622794.5463,190868.9584,166635.2784,419924.6971,55843.58129,474493.7787,586246.4103,336803.5606,167621.0188,163434.4141,509380.8761,706742.8707,145600.6907,122125.5306,36650.33784,96622.60251,47779.58818,583789.5259,681544.4413,149829.9859,371062.2887,84889.43303,64183.99737,344997.0156,336521.6474,355671.0902,354629.0109,347400.1753,172790.7886
363.898,0.37,,,,90892.76261,179974.054,142140.7742,132193.384,82312.40915,136910.7407,140396.5686,126868.4194,126205.3071,127607.2381,72177.44372,115011.8221,94223.98744,116613.5073,86532.07953,120246.3131,141409.267,131065.1455,56673.09666,103506.1468,58551.10745,116337.6474,95495.41612,101035.8102,107045.7024,72956.99125,66055.7087,86061.32734,69736.84262,,108129.0114,108568.5841,96541.8735,91462.71766,93539.84776,92950.41151
361.2002,2.62,158897.5067,156506.1443,155261.4007,124359.8594,124634.8811,122770.4268,131929.9383,124015.0885,121936.1662,132377.6515,139315.9181,119343.5753,142050.2984,132779.6926,122273.9048,128041.1413,130880.3892,126148.0649,132552.3347,130846.8136,140583.6898,131351.5949,129185.4706,137113.0768,140262.4955,133617.4296,139381.7588,127569.8095,124041.8216,125834.0545,128395.0543,141957.378,132119.9168,123288.6705,121244.5074,130317.5808,130835.0202,136385.3591,139450.0811
268.1653,4.98,,,,,571715.9898,,699811.5552,685372.0656,,,115699.2624,,113409.0041,,615977.1394,,477474.6265,,,797428.4874,,155625.3641,351622.5569,571915.9091,125747.4713,,,217054.0988,,,,,555976.441,,,699894.0848,,631472.9231,
112.9562,0.92,,8471.908808,,,,32151.78206,,47307.17832,90596.32216,199241.9241,99113.01557,69035.46944,29088.93971,7481.79522,62453.93631,43181.87946,40734.08623,54650.05261,115673.8434,18908.30987,,68504.08563,25103.94271,,44634.80696,42058.1961,79103.62096,91258.34778,,47464.94028,31857.06442,43664.91021,38492.93986,160138.7519,29265.85584,54237.05336,,82635.10152,75689.09329
343.1298,1.04,,,,98451.91089,109873.5971,59616.3839,75196.55295,79068.18207,119771.2603,91865.65064,108868.8295,113674.0943,,,80935.80566,,72793.47007,85161.37176,196159.547,168568.4633,166770.4787,96810.32385,242162.0423,117567.7465,,,,,,,,,165158.9023,103492.7659,103857.2788,102091.5095,100287.7318,107526.09,102261.5791
311.1039,0.78,,,,75846.70359,86058.13883,,54797.09265,36713.47876,67062.06719,57046.66594,,68043.36352,,,42464.89226,,64857.10217,,173796.579,135709.8769,110443.111,77203.94388,150458.5345,,65630.63271,52691.60829,50058.36982,40789.61448,60976.53719,93944.53315,78243.21199,64009.81364,144611.2915,71334.2646,68778.60788,,73859.05813,76252.82211,
333.1324,2.69,,,,101832.3406,154710.7779,95740.68722,102793.3233,100922.1362,76393.6208,43400.70483,61797.29541,25937.46521,53955.94236,57888.87233,81913.68407,,45394.81165,75395.2118,148784.796,103298.1675,143446.9838,79173.60325,160960.2549,137475.2818,136516.2753,29362.4691,25387.55424,27994.93685,48043.74537,64311.02867,51810.80444,26990.96218,53058.08104,98866.007,100382.2796,82104.19687,75329.94034,75605.86551,74921.30791
383.2402,2.57,143494.5691,134529.0033,141037.5243,107946.5309,109521.3266,112190.1178,116633.7034,113380.4896,114912.5558,117748.3348,133850.4715,113700.0293,149604.8336,124811.7687,114881.21,114253.4506,127400.303,121625.1186,119156.3952,122006.0679,132117.7496,122756.6516,113984.3691,127791.4664,126340.9385,123536.9582,136678.2146,121591.2791,121825.5603,119399.163,120589.6343,,124827.4681,118049.2269,121180.6233,119209.1881,122580.9826,123015.5192,125108.3298
270.1433,4.81,,,,,836588.0301,,,,,,,,,147763.2713,50148.63862,,72653.44709,66796.01408,,,,,,,,,,,,,,,,,,,,,
149.1054,0.45,101578.2092,169353.759,578308.9819,400036.6563,82051.8315,371647.5305,85230.25704,183970.7445,323332.7986,133016.1222,214268.5454,77940.31174,385748.4775,109635.1354,34696.88614,209061.6567,310280.4293,48744.18969,49646.36976,31996.84049,227198.8664,341060.2289,38136.98858,146026.3213,24270.99121,42368.22194,32695.21957,257697.4389,194407.91,59247.12212,107576.3609,44541.04705,12089.67499,86641.87509,88659.17425,76658.81182,73452.81184,72648.0824,70215.99896
345.1175,0.87,,,,97576.42841,148792.65,121667.6902,130415.1956,111289.7943,78307.96264,108626.0804,108507.2842,141251.6976,119559.0786,48247.97952,181546.9372,53362.09372,35576.09342,51344.86699,160673.6584,125784.1491,150952.204,111028.0354,138931.5169,102621.5858,98721.71581,78013.88742,98056.71904,82126.66904,131776.5559,41216.85422,41899.55198,233159.8422,49142.20577,85319.78836,87835.326,90858.05384,91696.95987,107198.8022,104076.1896
285.1033,3.91,,,,42535.81893,,39654.86139,,66426.58962,,,36626.20286,,,37845.89458,,,43096.57594,46535.65448,,,,,,,63370.46646,,,39827.30459,,,,,,,,35818.65574,60189.18771,,45743.6838
